Shortest path
Vertex		Distance from Source
68.230.51.175		739
68.244.120.59		355
68.247.46.225		302
68.254.160.219		308
68.254.235.185		319
69.3.246.14		399
69.16.136.206		637
69.18.130.192		448
69.18.188.189		377
69.19.93.153		331
69.27.148.147		282
69.27.173.10		283
69.33.151.3		591
69.34.150.77		451
69.35.145.74		664
69.38.122.149		396
69.41.209.192		61
69.43.34.135		325
69.54.25.17		368
69.56.192.242		392
69.64.112.103		402
69.66.69.232		372
69.70.84.80		395
69.72.161.150		278
69.76.146.202		196
69.78.87.111		489
69.79.201.37		437
69.86.155.93		358
69.87.148.63		302
69.90.4.249		324
69.92.219.185		389
69.97.75.135		335
69.97.214.146		502
69.103.215.248		390
69.109.56.201		195
69.110.194.68		347
69.112.207.12		247
69.114.115.239		611
69.124.211.244		500
69.131.144.44		424
69.135.86.197		322
69.139.201.67		311
69.141.64.66		271
69.142.202.112		230
69.144.75.2		283
69.145.13.4		294
69.153.178.14		279
69.163.221.89		231
69.170.84.221		397
69.174.65.128		333
69.179.31.165		320
69.179.197.197		393
69.182.189.42		413
69.196.2.52		325
69.211.18.169		486
69.213.61.120		464
69.213.128.237		329
69.215.154.247		489
69.216.5.211		369
69.223.84.63		386
69.234.108.80		399
69.235.106.121		307
69.237.109.75		563
69.240.74.150		374
69.244.115.175		353
69.246.221.73		320
69.247.236.134		428
69.248.136.163		357
70.3.180.204		340
70.21.20.223		373
70.22.162.3		379
70.26.200.208		791
70.30.25.169		317
70.45.99.5		428
70.49.218.233		351
70.51.254.78		296
70.143.39.159		146
70.143.177.143		462
70.144.162.158		357
70.149.144.193		506
70.151.71.113		328
70.152.57.142		324
70.153.111.236		482
70.158.243.234		555
70.160.54.148		377
70.161.55.180		497
70.162.185.91		469
70.164.65.11		339
70.166.204.110		307
70.168.167.241		321
70.180.145.181		383
70.186.49.183		443
70.193.82.130		392
70.194.112.91		322
70.194.232.92		279
70.199.8.67		227
70.209.127.2		341
70.216.136.234		340
70.217.188.125		263
70.217.188.193		374
70.219.172.119		342
70.219.199.17		503
70.220.179.163		434
70.224.33.47		254
70.231.88.77		251
70.233.156.223		422
70.234.70.172		489
70.238.188.87		503
70.239.71.241		399
70.240.51.134		430
70.240.136.218		393
70.244.246.251		280
70.253.250.55		353
71.2.104.149		343
71.7.45.153		157
71.17.208.250		247
71.18.35.172		451
71.19.60.147		303
71.20.12.116		503
71.23.118.68		204
71.39.57.115		276
71.41.254.197		389
71.63.7.132		324
71.63.211.85		303
71.66.161.213		284
71.68.28.30		333
71.75.51.99		427
71.77.232.140		359
71.85.167.36		301
71.85.245.221		351
71.86.205.137		346
71.88.27.241		291
71.93.86.57		362
71.97.238.199		322
71.100.27.115		315
71.100.174.231		304
71.106.93.239		424
71.109.96.145		379
71.110.248.101		418
71.112.164.177		435
71.112.167.155		479
71.115.150.188		448
71.117.103.18		279
71.129.150.40		462
71.132.78.174		395
71.135.111.207		317
71.146.99.226		426
71.155.13.238		316
71.156.2.1		297
71.157.12.134		581
71.164.134.129		354
71.165.70.212		384
71.166.187.166		323
71.173.206.217		381
71.176.79.193		556
71.184.129.192		399
71.190.177.11		341
71.197.195.108		420
71.211.203.191		471
71.212.234.92		376
71.213.40.17		276
71.213.150.114		362
71.216.168.165		462
71.222.210.197		288
71.229.220.250		282
71.230.96.248		419
71.231.64.253		418
71.237.109.221		447
71.240.180.175		274
71.252.203.121		396
72.3.110.247		329
72.11.143.119		280
72.12.173.240		190
72.14.171.46		319
72.15.97.175		410
72.18.39.41		273
72.18.198.244		300
72.22.122.164		326
72.34.185.253		312
72.37.40.81		332
72.58.12.252		336
72.59.213.55		322
72.61.41.204		406
72.66.180.4		585
72.67.132.84		293
72.68.237.14		303
72.70.196.183		180
72.71.216.92		304
72.74.23.222		375
72.84.139.75		355
72.90.171.150		276
72.111.111.166		319
72.113.212.78		267
72.115.144.127		274
72.132.189.169		425
72.145.99.207		346
72.146.102.92		230
72.149.250.48		574
72.153.226.32		272
72.159.145.188		438
72.176.155.111		577
72.181.189.62		334
72.193.76.37		499
72.199.122.223		561
72.201.91.164		575
72.201.144.246		429
72.211.189.123		307
72.214.195.151		292
72.226.198.77		300
72.229.122.17		288
72.231.170.134		103
73.7.176.67		419
73.14.50.92		267
73.19.175.3		487
73.23.198.142		447
73.32.97.140		369
73.35.76.111		242
73.36.217.168		441
73.42.111.183		362
73.42.179.139		287
73.44.7.186		266
73.44.95.248		402
73.47.13.36		447
73.48.204.194		240
73.61.59.192		347
73.64.177.185		360
73.70.2.172		312
73.82.236.177		523
73.84.62.19		320
73.84.187.189		275
73.87.51.93		266
73.89.221.25		0
73.92.158.211		216
73.95.17.31		391
73.101.57.111		169
73.104.145.131		251
73.108.216.218		277
73.111.43.108		363
73.124.9.231		385
73.125.36.197		297
73.139.235.246		403
73.144.27.97		358
73.150.105.172		289
73.151.59.5		544
73.155.236.236		339
73.159.126.169		324
73.160.48.189		263
73.161.60.82		353
73.162.165.133		295
73.163.198.165		408
73.166.57.57		74
73.178.80.223		287
73.181.149.23		629
73.190.34.148		482
73.196.146.35		312
73.200.9.243		335
73.203.172.122		352
73.217.213.58		425
73.222.220.52		329
73.227.119.242		284
73.227.239.30		289
73.229.150.253		457
73.236.17.163		335
73.238.16.158		497
73.238.215.235		300
73.254.197.26		236
74.2.186.139		378
74.6.144.178		335
74.19.211.230		375
74.22.148.233		390
74.22.192.34		346
74.23.20.95		338
74.23.175.189		532
74.23.239.11		459
74.37.16.80		342
74.41.93.234		466
74.60.64.251		303
74.62.126.154		239
74.80.110.250		404
74.86.14.41		518
74.88.229.206		393
74.92.215.95		415
74.93.123.8		292
74.100.175.14		306
74.101.61.24		301
74.103.216.157		624
74.108.18.84		377
74.108.251.254		254
74.111.99.54		223
74.112.242.111		507
74.114.179.54		338
74.115.195.250		290
74.121.167.163		412
74.123.69.186		533
74.124.49.219		412
74.131.53.121		327
74.131.148.115		341
74.138.179.171		407
74.141.167.246		465
74.142.115.154		407
74.144.8.161		378
74.144.195.10		395
74.147.206.44		365
74.155.220.117		408
74.157.176.44		407
74.158.43.184		347
74.163.227.28		286
74.166.227.166		256
74.167.90.4		394
74.178.59.89		426
74.180.58.98		467
74.187.81.167		255
74.210.202.121		336
74.221.54.1		463
74.222.225.115		405
74.226.166.95		379
74.228.96.215		322
74.230.190.247		511
74.233.128.251		398
74.242.147.13		552
75.1.143.97		243
75.7.29.67		339
75.15.61.125		428
75.16.25.193		410
75.17.191.245		392
75.21.243.56		378
75.35.17.109		285
75.43.87.127		294
75.44.164.127		427
75.70.59.144		330
75.75.148.235		326
75.76.198.230		290
75.79.72.72		387
75.97.106.227		309
75.98.92.183		382
75.102.214.20		396
75.105.57.65		325
75.107.130.66		339
75.109.140.34		460
75.112.83.145		518
75.122.246.110		395
75.124.134.6		301
75.125.46.1		403
75.125.84.123		306
75.127.8.98		319
75.138.200.200		393
75.141.27.37		407
75.141.197.90		386
75.142.3.235		520
75.142.169.240		298
75.145.48.92		263
75.147.178.95		368
75.149.100.166		446
75.157.85.247		327
75.160.127.155		486
75.181.205.192		328
75.183.31.8		543
75.187.29.81		427
75.189.231.253		330
75.200.148.211		359
75.200.208.49		339
75.202.99.204		305
75.206.189.39		252
75.207.23.2		386
75.208.238.89		516
75.212.15.71		195
75.213.171.28		418
75.223.250.168		435
75.224.121.184		280
75.225.225.4		462
75.235.204.144		472
75.237.32.220		419
75.237.46.166		425
75.238.38.173		326
75.239.237.233		374
75.249.175.215		282
75.252.69.138		301
76.12.19.229		346
76.16.73.202		421
76.19.180.239		394
76.30.63.105		655
76.30.197.158		401
76.32.92.251		479
76.32.111.72		298
76.33.233.168		397
76.37.140.180		234
76.39.118.159		307
76.41.68.130		287
76.44.168.9		273
76.44.231.106		338
76.45.88.47		190
76.56.100.89		360
76.64.218.44		312
76.75.115.27		277
76.89.191.73		417
76.90.231.70		655
76.91.71.240		413
76.91.86.104		242
76.112.25.44		329
76.116.214.126		303
76.124.239.197		430
76.127.126.236		256
76.133.246.53		393
76.135.98.144		383
76.151.219.205		394
76.152.88.62		347
76.156.24.121		401
76.161.117.83		373
76.162.236.8		406
76.164.226.6		329
76.166.148.44		368
76.168.59.122		235
76.169.167.32		390
76.170.153.8		286
76.174.87.143		353
76.179.32.192		479
76.182.97.135		229
76.186.169.117		359
76.187.136.113		141
76.200.234.52		244
76.218.44.130		272
76.224.152.238		363
76.230.253.220		271
76.232.188.154		674
76.233.230.110		330
76.246.235.164		401
76.254.95.54		351
77.1.142.252		447
77.8.73.176		460
77.12.227.148		352
77.13.31.162		371
77.20.229.190		347
77.27.137.48		420
77.37.19.189		655
77.46.40.134		350
77.50.12.139		324
77.56.178.252		375
77.57.18.174		399
77.58.224.121		317
77.59.90.171		342
77.60.43.47		317
77.62.243.95		156
77.64.128.238		375
77.68.68.112		306
77.69.90.35		420
77.75.177.12		389
77.79.14.141		305
77.83.206.147		253
77.87.53.182		349
77.94.42.172		397
77.96.18.237		443
77.97.119.98		434
77.97.254.195		240
77.98.186.117		345
77.105.8.52		518
77.112.186.231		317
77.114.2.69		332
77.114.85.11		308
77.116.175.47		356
77.120.209.38		358
77.132.136.187		213
77.144.45.83		381
77.151.60.247		487
77.153.24.73		347
77.154.63.38		408
77.157.19.203		348
77.157.40.118		288
77.158.143.232		383
77.162.108.112		411
77.168.60.178		321
77.175.176.122		292
77.192.165.188		322
77.192.205.33		333
77.197.166.50		229
77.204.70.253		307
77.207.181.1		405
77.245.85.170		140
77.245.129.248		287
77.246.134.225		347
77.248.240.24		227
78.4.151.11		336
78.5.46.161		324
78.13.119.191		362
78.25.120.177		322
78.27.112.157		365
78.28.125.129		286
78.37.238.189		438
78.40.241.195		277
78.50.203.4		398
78.51.176.111		314
78.53.238.70		261
78.55.76.96		417
78.55.222.252		468
78.56.76.58		397
78.60.217.72		372
78.63.142.126		396
78.64.121.252		167
78.71.163.140		381
78.71.225.21		375
78.83.122.203		471
78.87.38.150		329
78.88.214.141		292
78.91.167.122		338
78.92.1.63		399
78.93.236.116		406
78.104.123.79		335
78.107.16.71		408
78.108.85.160		279
78.111.198.90		364
78.116.7.241		290
78.119.183.10		319
78.120.164.230		308
78.122.83.103		366
78.122.244.253		236
78.126.2.142		494
78.126.130.13		336
78.129.76.18		567
78.130.38.81		447
78.142.95.226		283
78.158.105.106		550
78.160.164.246		449
78.173.59.93		293
78.185.143.241		607
78.186.164.63		291
78.191.143.185		606
78.193.112.25		347
78.196.198.98		256
78.200.102.107		463
78.206.123.186		326
78.210.100.133		137
78.214.163.159		310
78.217.253.158		262
78.225.190.67		316
78.234.149.202		286
78.234.151.86		290
78.243.168.162		408
78.248.33.40		365
78.249.54.110		390
78.251.80.122		292
78.254.229.220		359
79.13.16.149		329
79.21.101.6		263
79.24.65.9		349
79.28.118.27		371
79.31.9.178		557
79.35.156.103		286
79.38.231.146		393
79.39.50.148		374
79.40.65.104		349
79.54.183.141		280
79.90.26.131		351
79.94.91.104		248
79.97.218.166		410
79.99.58.30		415
79.102.105.120		426
79.102.223.228		372
79.109.216.12		239
79.112.33.47		294
79.120.213.103		239
79.121.104.115		409
79.123.181.208		332
79.129.235.28		377
79.129.251.140		317
79.137.94.97		490
79.138.1.211		370
79.162.100.68		241
79.162.115.40		298
79.168.111.241		434
79.170.62.112		391
79.170.105.60		310
79.180.135.103		530
79.186.77.134		374
79.191.148.195		427
79.198.2.184		403
79.213.234.46		391
79.217.204.253		297
79.220.192.142		318
79.221.111.45		518
79.222.136.171		324
79.222.244.98		270
79.237.149.99		487
79.238.165.203		352
79.241.13.228		368
79.243.38.75		268
79.243.65.157		376
79.246.215.54		292
80.5.82.68		339
80.6.206.3		460
80.6.241.95		259
80.17.62.134		506
80.17.148.2		440
80.18.250.82		399
80.19.113.158		224
80.20.97.162		305
80.28.220.189		296
80.30.176.252		347
80.37.66.212		247
80.42.229.160		385
80.43.30.243		349
80.44.152.32		345
80.48.90.141		368
80.52.203.239		299
80.52.219.50		229
80.58.209.29		375
80.71.105.9		328
80.89.149.168		358
80.94.12.96		375
80.104.75.19		357
80.113.49.58		294
80.113.227.82		358
80.118.66.71		244
80.128.94.121		308
80.129.152.62		368
80.130.194.89		496
80.135.163.70		438
80.137.206.93		463
80.138.136.207		309
80.150.216.147		423
80.155.227.104		592
80.156.35.236		315
80.157.99.15		340
80.158.21.235		174
80.159.119.153		387
80.159.214.33		485
80.160.72.171		508
80.161.88.211		374
80.165.221.252		347
80.168.19.133		313
80.169.79.65		200
80.178.222.7		376
80.182.127.162		372
80.182.166.243		319
80.183.2.41		393
80.183.243.174		355
80.208.234.84		299
80.217.100.91		351
80.218.141.206		374
80.224.61.14		418
80.225.242.155		411
80.237.239.245		566
80.241.126.49		266
80.245.226.234		517
80.246.85.16		405
80.246.184.17		417
80.249.247.134		255
80.251.19.224		272
81.1.114.85		297
81.4.13.57		226
81.4.23.141		292
81.24.187.188		359
81.30.30.198		428
81.55.172.73		413
81.55.181.66		399
81.65.183.140		407
81.75.91.178		327
81.84.43.12		327
81.92.7.134		359
81.93.164.151		426
81.93.245.187		401
81.94.34.113		361
81.108.81.196		451
81.136.245.27		390
81.153.115.25		345
81.159.79.177		300
81.162.63.110		505
81.171.189.66		374
81.179.36.31		369
81.181.202.128		351
81.184.84.124		295
81.184.144.227		395
81.192.113.10		434
81.193.105.18		209
81.201.27.160		311
81.211.10.157		291
81.219.13.57		360
81.224.206.251		363
81.230.199.90		458
81.231.155.131		298
81.234.183.28		420
81.238.141.32		349
81.244.35.66		330
81.244.209.37		293
81.246.26.6		385
81.248.82.236		351
81.253.190.85		267
82.1.10.100		571
82.11.75.137		279
82.11.138.169		273
82.12.90.211		366
82.14.83.31		284
82.14.215.132		338
82.19.73.63		423
82.20.253.101		382
82.33.112.31		396
82.45.11.112		306
82.50.95.215		351
82.56.211.81		190
82.57.68.145		500
82.68.70.217		378
82.78.138.2		406
82.82.29.19		404
82.86.229.239		311
82.88.13.96		438
82.90.229.190		333
82.91.233.2		309
82.92.61.128		417
82.100.34.168		192
82.100.109.42		244
82.102.125.5		317
82.112.64.96		384
82.123.172.220		319
82.127.14.1		298
82.129.240.160		448
82.136.222.245		410
82.139.48.240		331
82.147.178.21		292
82.155.130.158		436
82.157.128.161		350
82.169.147.233		341
82.191.184.139		201
82.193.19.190		378
82.205.243.96		230
82.212.102.173		358
82.218.245.128		192
82.227.246.231		320
82.232.16.124		477
82.232.53.185		498
82.236.74.241		335
82.252.241.204		542
82.253.133.162		329
83.1.52.53		404
83.8.199.153		378
83.11.163.229		289
83.11.191.179		391
83.11.191.218		339
83.12.74.221		380
83.14.60.40		378
83.16.237.16		293
83.17.243.106		299
83.18.15.92		254
83.18.142.184		337
83.20.236.168		347
83.22.160.179		402
83.23.27.68		345
83.35.150.152		343
83.41.220.224		419
83.45.78.116		390
83.45.198.128		314
83.49.23.142		419
83.49.122.132		361
83.52.225.6		312
83.57.147.84		352
83.67.5.182		309
83.75.97.95		356
83.82.74.98		420
83.87.100.61		394
83.93.59.96		271
83.95.119.119		174
83.101.110.220		469
83.103.125.87		372
83.104.98.167		303
83.108.110.87		253
83.111.229.162		373
83.114.66.96		353
83.124.37.188		216
83.127.110.9		426
83.129.158.194		222
83.130.53.224		421
83.140.210.140		416
83.141.235.85		411
83.144.4.64		407
83.145.164.56		332
83.147.14.251		445
83.147.131.174		484
83.149.15.119		281
83.154.249.116		385
83.163.40.224		254
83.165.157.124		409
83.173.113.244		303
83.179.165.139		433
83.195.195.203		362
83.202.238.75		285
83.203.238.230		358
83.204.235.25		623
83.210.135.174		463
83.221.231.113		389
83.234.133.118		275
83.237.179.112		348
83.237.195.92		382
83.250.161.56		470
84.5.177.230		331
84.8.106.104		332
84.9.79.9		307
84.16.120.187		380
84.22.95.219		368
84.22.150.19		214
84.22.196.159		178
84.27.151.15		298
84.30.169.221		294
84.33.101.18		425
84.36.21.103		287
84.37.173.55		114
84.45.149.32		454
84.56.121.198		426
84.58.239.30		264
84.59.71.84		796
84.65.123.248		323
84.75.154.67		306
84.91.111.142		354
84.96.87.45		340
84.96.188.212		272
84.98.30.225		603
84.107.2.131		178
84.108.251.101		352
84.110.146.212		418
84.120.249.90		376
84.127.79.49		185
84.143.32.133		422
84.144.124.1		420
84.145.134.9		398
84.146.39.105		271
84.159.215.185		298
84.164.83.25		232
84.171.102.116		411
84.171.148.96		422
84.175.167.170		273
84.183.126.1		491
84.189.207.218		383
84.191.209.44		319
84.224.131.115		372
84.235.64.80		293
84.237.19.250		329
84.243.89.185		296
84.244.10.150		285
84.246.166.57		449
84.250.143.80		372
84.252.211.105		339
84.254.5.163		225
85.1.51.45		338
85.1.247.87		175
85.3.204.117		516
85.14.86.63		371
85.15.140.167		367
85.17.195.175		345
85.22.71.177		463
85.22.76.200		602
85.23.88.237		435
85.23.250.77		209
85.38.241.201		393
85.41.202.231		528
85.42.24.129		358
85.46.238.176		436
85.52.215.191		418
85.53.39.80		312
85.57.211.1		331
85.58.88.105		526
85.60.211.252		382
85.74.213.202		271
85.81.94.171		366
85.87.86.32		326
85.90.78.193		592
85.90.154.240		389
85.100.35.230		322
85.100.71.1		358
85.108.15.30		408
85.118.162.201		381
85.130.217.110		193
85.135.106.109		241
85.139.207.247		549
85.140.63.31		419
85.149.96.77		438
85.168.74.12		550
85.171.69.217		325
85.171.106.234		380
85.172.61.142		325
85.175.230.180		317
85.176.86.164		351
85.179.197.48		571
85.182.57.97		353
85.189.115.250		337
85.191.163.230		387
85.198.80.74		548
85.218.194.172		656
85.223.21.204		461
85.235.251.106		310
85.240.29.164		493
85.243.155.36		453
85.245.7.250		330
85.248.211.82		424
85.253.13.170		501
86.2.59.249		382
86.7.124.5		401
86.16.132.234		334
86.17.75.36		263
86.17.148.77		236
86.23.94.179		319
86.32.191.49		498
86.34.30.170		522
86.35.75.64		281
86.37.69.167		285
86.37.183.210		506
86.39.195.14		332
86.40.36.79		479
86.57.31.101		565
86.59.190.44		383
86.63.105.82		377
86.65.47.105		288
86.65.122.232		300
86.67.253.24		284
86.76.12.92		426
86.76.96.141		305
86.77.245.222		297
86.81.163.129		347
86.84.186.198		311
86.104.233.21		389
86.110.242.88		422
86.115.164.225		402
86.135.171.215		334
86.138.13.41		228
86.158.217.114		373
86.162.242.129		338
86.163.33.138		321
86.178.18.238		299
86.179.49.57		319
86.180.160.243		329
86.185.67.116		316
86.189.161.34		353
86.191.92.204		496
86.198.223.7		360
86.202.105.23		351
86.203.149.213		426
86.203.151.254		325
86.207.179.217		372
86.220.161.222		152
86.226.98.138		289
86.228.166.151		385
86.237.243.214		407
86.249.86.175		283
86.251.136.220		399
86.252.106.114		340
86.253.178.63		264
87.4.128.147		471
87.11.38.225		313
87.11.57.229		138
87.12.251.201		397
87.14.173.152		483
87.16.232.168		330
87.25.180.3		466
87.26.166.60		368
87.28.106.162		283
87.32.17.55		189
87.36.102.124		407
87.41.187.189		243
87.46.244.38		354
87.48.239.219		405
87.50.23.23		625
87.52.172.167		626
87.59.123.56		709
87.60.142.6		488
87.61.28.114		358
87.63.239.88		303
87.72.5.236		321
87.72.32.119		285
87.73.31.54		319
87.82.214.13		355
87.83.253.220		197
87.86.186.38		337
87.87.245.104		358
87.89.17.199		522
87.99.151.99		397
87.101.4.164		328
87.102.69.205		440
87.104.57.101		246
87.112.103.18		308
87.114.238.109		357
87.115.224.246		308
87.122.99.53		390
87.124.9.8		295
87.124.138.208		561
87.125.102.79		419
87.125.159.156		369
87.132.147.158		424
87.138.55.21		345
87.145.48.143		255
87.150.39.213		324
87.153.114.50		311
87.155.194.43		404
87.158.140.20		315
87.169.161.209		375
87.178.61.115		224
87.185.81.168		283
87.189.7.9		221
87.196.245.251		275
87.198.158.47		363
87.200.59.60		445
87.200.226.236		133
87.202.38.152		360
87.207.34.133		542
87.207.74.64		380
87.213.139.107		344
87.218.19.91		386
87.235.61.59		290
87.239.32.163		303
87.244.233.87		360
87.246.84.52		355
87.253.133.38		351
88.1.127.254		456
88.3.195.223		416
88.9.30.147		409
88.9.215.79		163
88.11.208.23		397
88.13.139.91		188
88.14.91.102		383
88.15.103.83		326
88.33.4.247		362
88.36.100.153		443
88.43.66.161		433
88.58.137.243		370
88.72.44.248		262
88.73.212.25		337
88.74.84.157		445
88.76.178.187		410
88.77.93.201		319
88.81.133.53		340
88.82.23.134		345
88.84.214.104		370
88.85.89.123		383
88.91.103.176		216
88.91.228.230		347
88.94.181.68		376
88.96.101.59		432
88.100.147.100		398
88.120.19.103		348
88.130.238.239		375
88.141.1.154		271
88.144.195.194		434
88.145.190.121		369
88.151.102.28		402
88.155.87.124		329
88.158.210.45		355
88.166.17.222		273
88.169.43.182		327
88.171.169.174		338
88.174.114.223		415
88.178.225.23		275
88.182.158.138		287
88.189.40.130		291
88.194.57.192		549
88.199.46.128		346
88.206.115.64		212
88.207.91.249		405
88.208.49.109		459
88.208.169.64		328
88.213.137.146		498
88.217.245.86		297
88.224.11.221		351
88.235.156.94		279
88.237.42.94		330
88.239.239.60		237
88.241.199.38		348
88.245.48.166		437
88.248.161.190		314
89.7.191.121		331
89.10.90.165		421
89.16.12.166		142
89.16.82.239		242
89.31.180.186		466
89.33.97.238		314
89.44.175.38		322
89.46.195.212		384
89.52.87.155		416
89.59.190.72		338
89.60.25.100		282
89.62.126.210		296
89.63.13.227		224
89.64.89.101		432
89.66.48.88		371
89.66.171.7		334
89.71.211.136		318
89.81.18.31		334
89.85.161.104		398
89.89.23.181		509
89.90.47.113		412
89.91.216.67		419
89.98.158.53		252
89.108.244.109		332
89.115.36.155		383
89.118.205.26		418
89.129.135.208		380
89.136.85.145		374
89.136.88.222		318
89.141.147.238		305
89.142.24.71		223
89.148.105.247		427
89.158.141.215		469
89.159.224.102		418
89.161.11.208		347
89.162.151.104		346
89.167.106.222		333
89.167.197.5		409
89.168.137.48		408
89.170.34.248		305
89.175.247.250		298
89.177.36.125		316
89.182.106.26		337
89.182.118.101		268
89.183.6.71		155
89.183.50.245		375
89.195.234.101		372
89.196.225.160		409
89.203.235.76		401
89.215.43.221		320
89.217.55.221		167
89.221.26.120		442
89.227.207.186		330
89.229.208.99		404
89.230.48.241		333
89.243.74.72		373
89.243.120.31		328
90.4.244.59		235
90.8.84.190		519
90.14.63.23		418
90.15.102.13		277
90.20.3.76		495
90.22.167.209		477
90.28.76.20		421
90.28.180.199		437
90.29.49.68		422
90.35.222.62		372
90.39.10.103		451
90.40.172.217		367
90.42.151.9		323
90.50.183.101		249
90.63.51.37		297
90.67.251.247		317
90.80.51.184		521
90.84.40.10		226
90.85.66.12		271
90.87.151.115		214
90.89.133.159		415
90.96.74.140		309
90.105.43.212		186
90.106.29.103		641
90.112.158.126		386
90.128.116.67		329
90.130.241.254		329
90.136.128.94		512
90.163.120.187		457
90.163.144.17		229
90.167.116.74		260
90.173.208.105		421
90.174.42.1		370
90.185.195.116		426
90.189.162.225		366
90.193.238.77		555
90.195.159.24		354
90.195.191.186		319
90.198.86.75		333
90.198.195.61		416
90.200.245.44		402
90.203.24.212		379
90.204.167.35		421
90.218.19.6		340
90.221.242.232		367
90.229.104.20		395
90.230.82.234		319
90.237.139.77		422
90.238.88.132		684
90.239.95.92		346
90.251.54.176		336
90.251.203.137		447
90.254.133.224		316
91.3.161.160		314
91.5.76.19		319
91.5.232.204		311
91.6.3.176		470
91.8.108.5		329
91.17.40.12		494
91.21.115.42		145
91.22.235.141		332
91.39.60.1		317
91.41.194.73		311
91.52.57.79		139
91.54.179.76		279
91.57.137.185		468
91.58.214.127		181
91.61.207.202		334
91.63.146.126		351
91.79.47.85		379
91.80.31.251		485
91.80.182.74		356
91.81.8.65		404
91.81.76.227		230
91.85.190.126		127
91.86.53.42		546
91.89.94.193		347
91.91.22.71		350
91.94.233.27		330
91.95.91.211		339
91.96.21.225		309
91.98.19.96		333
91.98.119.70		328
91.111.243.51		429
91.114.169.115		304
91.117.139.67		327
91.117.246.207		447
91.121.50.185		125
91.123.84.194		249
91.125.176.42		274
91.126.177.123		519
91.145.28.120		324
91.148.79.214		185
91.148.155.143		465
91.150.163.49		458
91.151.16.189		415
91.154.158.195		423
91.178.232.134		344
91.184.70.191		388
91.194.178.91		250
91.205.173.253		37
91.206.213.30		325
91.220.241.78		388
91.236.162.233		370
91.245.226.46		373
91.247.15.157		285
91.254.70.204		384
92.1.67.171		351
92.23.239.21		452
92.34.154.111		410
92.36.52.127		327
92.39.204.62		314
92.40.186.241		606
92.42.223.213		573
92.43.199.213		402
92.58.146.62		286
92.70.134.117		262
92.84.43.5		411
92.85.193.79		393
92.94.160.205		516
92.99.39.6		296
92.103.94.106		497
92.115.138.70		372
92.131.156.14		314
92.131.163.7		479
92.140.167.3		256
92.142.60.172		480
92.142.171.202		320
92.143.44.246		476
92.143.219.12		522
92.146.56.2		357
92.146.205.112		436
92.147.192.21		422
92.149.25.204		340
92.164.209.2		237
92.179.169.114		449
92.180.152.120		376
92.182.193.81		255
92.185.201.104		282
92.195.132.237		282
92.196.106.239		309
92.200.78.9		369
92.204.159.186		428
92.219.160.215		342
92.225.54.178		351
92.230.13.242		345
92.234.154.224		328
92.236.251.236		401
92.237.109.131		343
92.245.124.204		445
92.245.209.65		366
92.246.253.168		236
92.248.198.81		337
93.15.135.51		298
93.22.80.162		250
93.24.221.120		286
93.25.4.133		409
93.32.46.172		399
93.32.99.144		408
93.34.114.119		264
93.41.49.122		347
93.45.132.93		338
93.47.55.67		524
93.49.129.60		392
93.51.99.28		436
93.56.35.228		733
93.59.118.215		282
93.61.102.10		305
93.64.129.203		444
93.68.28.28		594
93.71.105.90		376
93.73.3.224		368
93.75.54.254		297
93.87.93.68		360
93.89.59.207		325
93.90.135.209		467
93.103.67.54		403
93.105.248.169		445
93.111.140.78		342
93.114.98.35		427
93.122.240.191		297
93.123.186.111		436
93.132.243.214		260
93.134.36.202		343
93.135.174.124		336
93.143.230.104		322
93.153.144.245		186
93.155.112.154		247
93.155.201.4		323
93.159.242.66		277
93.160.162.88		397
93.160.252.252		360
93.162.177.176		378
93.163.99.148		411
93.163.177.232		411
93.169.216.193		386
93.175.157.245		258
93.178.233.243		356
93.188.24.80		362
93.189.43.3		240
93.195.47.143		329
93.196.197.181		322
93.204.161.185		519
93.209.202.249		271
93.217.68.69		336
93.220.56.210		312
93.222.191.219		341
93.233.52.192		399
93.242.29.98		302
93.242.204.241		362
93.249.56.159		221
94.2.15.121		340
94.3.200.104		320
94.5.95.153		195
94.8.203.179		327
94.10.50.48		256
94.19.41.152		232
94.21.180.216		437
94.23.56.36		273
94.31.69.66		282
94.33.115.77		367
94.35.182.223		337
94.36.247.170		461
94.41.48.166		430
94.44.52.229		420
94.55.202.13		263
94.58.142.55		251
94.61.189.198		346
94.69.109.207		416
94.71.31.173		246
94.77.238.3		466
94.78.53.94		169
94.79.41.200		272
94.83.181.30		708
94.87.145.244		305
94.92.31.49		362
94.97.197.229		428
94.100.196.194		506
94.102.131.153		422
94.109.174.17		315
94.112.64.105		420
94.112.108.24		467
94.120.96.169		292
94.124.83.108		249
94.130.184.34		289
94.136.191.243		281
94.136.213.216		304
94.137.248.91		451
94.143.24.90		374
94.145.161.93		284
94.154.88.72		333
94.154.105.170		485
94.156.138.70		233
94.162.123.11		332
94.171.40.113		321
94.171.137.155		374
94.197.13.77		392
94.201.144.148		504
94.201.149.186		202
94.220.108.121		337
94.230.11.80		432
94.230.50.126		336
94.242.61.13		268
94.243.170.108		438
94.250.49.147		365
94.251.9.31		301
95.6.55.192		318
95.12.174.73		398
95.21.63.180		199
95.35.192.55		340
95.36.140.196		328
95.38.98.64		397
95.51.44.141		334
95.53.34.246		268
95.56.242.105		320
95.63.98.123		430
95.63.187.218		334
95.73.232.160		289
95.82.188.75		474
